election_id,election,candidate_id,選舉類型,擬參選人,個人捐贈收入,營利事業捐贈收入,政黨捐贈收入,人民團體捐贈收入,匿名捐贈收入,其他收入,人事費用支出,宣傳支出,租用宣傳車輛支出,租用競選辦事處支出,集會支出,交通旅運支出,雜支支出,返還捐贈支出,繳庫支出,公共關係費用支出
55086515-7ac8-4ef6-9e8a-23aa6ab936af,"2016-01 > 立法委員 > 臺北市 > 第01選區[區域]",550c640c-2b3c-4e09-abfb-025cacb5b862,105年立法委員,丁守中,23239699,19499800,5200000,1652000,1000,11236,4070045,14628792,35142,520000,428700,40511,2012258,1350000,0,891320
5508641c-f4e0-4b63-8354-28956ab936af,"2016-01 > 立法委員 > 全國[山原]",56002417-30b0-4385-8b50-46a36ab936af,105年立法委員,伊藍．明基努安,0,20000,0,0,4100,0,0,0,0,24100,25000,0,0,0,0,0
55086526-97a0-4c1e-be70-28956ab936af,"2016-01 > 立法委員 > 臺北市 > 第04選區[區域]",55180b22-9e4c-4bc2-8917-0c5a6ab936af,105年立法委員,何偉,782900,20000,0,0,3000,191,806091,1005828,240000,0,0,55880,3280,3000,0,0
550865d1-7764-44a5-a4a2-23aa6ab936af,"2016-01 > 立法委員 > 臺中市 > 第07選區[區域]",550c640c-f520-4a15-9260-025cacb5b862,105年立法委員,何欣純,22447010,8893000,0,0,2433,5622528,9711490,1111906,822325,5512428,758279,0,921986,0,362000,658233
5508677e-0984-4ddb-9f47-2f916ab936af,"2016-01 > 立法委員 > 澎湖縣 > 第01選區[區域]",559c7266-1998-4c91-a61f-5f426ab936af,105年立法委員,冼義哲,223490,0,0,0,7013,17,46033,10900,0,7351,225040,230520,0,0,0,0
55086635-833c-4733-88d2-23d86ab936af,"2016-01 > 立法委員 > 高雄市 > 第03選區[區域]",550da514-14e0-4b27-ba00-1b7f6ab936af,105年立法委員,劉世芳,20953998,13070000,0,622000,31100,11272,5880420,18691461,0,280000,2348937,950000,240437,3762231,0,621651
5508670d-5054-400f-b13f-28956ab936af,"2016-01 > 立法委員 > 雲林縣 > 第02選區[區域]",550c640c-276c-497a-ae26-025cacb5b862,105年立法委員,劉建國,13466366,4179000,0,13010,834,198260,17779210,5110167,245571,120000,3062176,320000,125574,1128561,0,274161
550866b8-0268-44dd-a911-28956ab936af,"2016-01 > 立法委員 > 苗栗縣 > 第02選區[區域]",565a02a8-625c-4527-b6ef-2a3b6ab936af,105年立法委員,劉文忠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55086791-6560-42c7-9763-23aa6ab936af,"2016-01 > 立法委員 > 基隆市 > 第01選區[區域]",555ab9a1-3a0c-4bf5-ba9a-5a316ab936af,105年立法委員,劉文雄,3000107,1500000,4000000,200000,0,2138,8702245,992160,375000,181200,220830,0,1816563,0,0,0
5508676d-2164-4cbb-8762-35296ab936af,"2016-01 > 立法委員 > 臺東縣 > 第01選區[區域]",550c640c-cf74-4d9b-b0a5-025cacb5b862,105年立法委員,劉櫂豪,176811,310,2243865,5247606,9865283,41000,1239800,271457,110000,289604,0,0,32400,10220110,0,0
550866d6-c960-4d76-b09d-28956ab936af,"2016-01 > 立法委員 > 彰化縣 > 第02選區[區域]",550ce504-764c-4a7e-9f89-126d6ab936af,105年立法委員,劉泳君,12800,0,0,0,0,0,0,12800,0,0,0,0,0,9649,0,0
5508664a-6e84-44b5-914a-2f916ab936af,"2016-01 > 立法委員 > 高雄市 > 第08選區[區域]",560027e9-74b4-49ae-b4cf-461f6ab936af,105年立法委員,劉義雄,0,50000,0,0,0,0,50000,50000,0,0,0,0,0,0,0,0
5508669d-3f70-4828-8cf6-2f916ab936af,"2016-01 > 立法委員 > 新竹縣 > 第01選區[區域]",5518150d-5e08-4d80-923e-148d6ab936af,105年立法委員,卓恩宗,0,22001,33,415653,1338293,0,70000,102664,376117,0,7000,0,5664,1340142,0,500000
5508651b-9a9c-4814-94ce-35296ab936af,"2016-01 > 立法委員 > 臺北市 > 第02選區[區域]",560024ac-5f88-4bbc-9c2d-461f6ab936af,105年立法委員,吳俊德,0,10000,38,347595,573038,9800,135353,35842,110327,0,0,0,0,1053948,0,300000
5508670d-5054-400f-b13f-28956ab936af,"2016-01 > 立法委員 > 雲林縣 > 第02選區[區域]",55dc2d40-d33c-4e53-8866-7e4e6ab936af,105年立法委員,吳威志,793245,710000,5000000,0,19666,0,1370960,2716895,867300,574200,703705,0,113992,135859,0,40000
550866b8-0268-44dd-a911-28956ab936af,"2016-01 > 立法委員 > 苗栗縣 > 第02選區[區域]",55b4672a-1fd0-479a-ac65-304f6ab936af,105年立法委員,吳宜臻,6387500,1889000,475000,160000,364301,500,5229893,1136500,908210,0,1008430,10000,380858,2554333,0,0
55086515-7ac8-4ef6-9e8a-23aa6ab936af,"2016-01 > 立法委員 > 臺北市 > 第01選區[區域]",554ad5c6-7ebc-4a7b-8edd-3c576ab936af,105年立法委員,吳思瑤,10327100,7097200,0,546000,91440,2228,1603663,10768270,68500,0,0,860000,70656,2809340,0,520584
550867ac-19a8-41ea-bae7-28956ab936af,"2016-01 > 立法委員 > 金門縣 > 第01選區[區域]",55ad0781-a314-47d0-8334-676c6ab936af,105年立法委員,吳成典,50000,0,2967842,6774600,218232,51468,465315,378513,0,0,587900,0,7436177,0,3000000,1799290
55086531-af74-431e-b54e-35296ab936af,"2016-01 > 立法委員 > 臺北市 > 第06選區[區域]",561363f0-f1e4-44a8-9930-64046ab936af,105年立法委員,吳旭智,2205453,1400000,0,0,64000,222,3669675,3560589,121500,1125940,26021,376820,140000,0,0,0
550865c5-40c4-4388-bf7c-28956ab936af,"2016-01 > 立法委員 > 臺中市 > 第04選區[區域]",561365fb-4d24-497a-8ffa-642d6ab936af,105年立法委員,吳淑慧,350000,9144,46,2225226,0,1361047,328230,71560,228852,0,0,0,0,2275389,0,0
55086798-c350-4d0c-a197-35296ab936af,"2016-01 > 立法委員 > 新竹市 > 第01選區[區域]",565831f0-e69c-4323-b0e8-2a3b6ab936af,105年立法委員,吳淑敏,194500,100000,0,0,0,1,0,294501,0,0,0,0,0,200598,0,0
55086591-a3f4-4055-a37e-2f916ab936af,"2016-01 > 立法委員 > 新北市 > 第10選區[區域]",550ce388-ca78-4655-8c58-084b6ab936af,105年立法委員,吳琪銘,170000,54300,1000,8046612,9963400,306268,0,761819,16472,0,0,0,0,10943581,0,0
55086567-f3cc-4685-95b3-28956ab936af,"2016-01 > 立法委員 > 新北市 > 第04選區[區域]",550ce2bd-e91c-451a-8a91-084b6ab936af,105年立法委員,吳秉叡,25805088,20961000,2850000,430000,138800,20126,7450928,6790192,86790,1105841,4431180,58460,4740299,3935000,0,588670
5508674e-222c-4e26-9fb6-35296ab936af,"2016-01 > 立法委員 > 宜蘭縣 > 第01選區[區域]",550da58b-f430-455d-9305-1b7f6ab936af,105年立法委員,吳紹文,703100,100000,200000,0,60786,137,488000,155779,51492,1064023,221555,0,3976,85310,0,0
5508679f-ef44-47e8-b68b-35296ab936af,"2016-01 > 立法委員 > 嘉義市 > 第01選區[區域]",55d406da-55e8-4ff4-982c-77346ab936af,105年立法委員,吳育仁,250000,1,0,4783442,119637,8908389,0,250810,1435674,200000,0,0,0,9797873,0,5500000
55086559-5d48-4551-bd64-28956ab936af,"2016-01 > 立法委員 > 新北市 > 第01選區[區域]",550c640c-953c-4367-933a-025cacb5b862,105年立法委員,吳育昇,20315100,19478481,5200000,516000,43500,3584,4649820,23073181,1309342,2863999,1752909,400000,361211,2088206,0,713500
55086588-1098-4a87-8e83-2f916ab936af,"2016-01 > 立法委員 > 新北市 > 第08選區[區域]",55b79351-6904-4517-8189-318c6ab936af,105年立法委員,吳金魁,200000,0,5000,0,10000,18,215018,0,0,0,0,5000,0,203900,0,0
55086559-5d48-4551-bd64-28956ab936af,"2016-01 > 立法委員 > 新北市 > 第01選區[區域]",5548d6f2-6ca4-4d40-9b75-6a086ab936af,105年立法委員,呂孫綾,23756,19,782640,800450,6067542,19000,6000,847375,0,0,0,0,0,7740367,0,0
55086688-8478-41a0-8d41-23aa6ab936af,"2016-01 > 立法委員 > 桃園市 > 第06選區[區域]",55744f17-7438-441b-9e2f-3d496ab936af,105年立法委員,呂東杰,5000,0,7285,47,127345,0,0,16994,465370,230857,0,465416,0,5258,0,0
55086537-2db8-494b-bbd5-23d86ab936af,"2016-01 > 立法委員 > 臺北市 > 第07選區[區域]",551044e9-bc70-4999-afc1-12916ab936af,105年立法委員,呂欣潔,0,36600,244500,35000,2925999,89,3242188,478256,216520,582950,266250,27500,71352,406468,0,12284
55086684-cf84-47e5-8e8f-23d86ab936af,"2016-01 > 立法委員 > 桃園市 > 第05選區[區域]",550c640c-5814-4bfa-a71a-025cacb5b862,105年立法委員,呂玉玲,1354500,1120000,6000000,100000,0,0,8574500,953100,165000,0,2018500,300000,582000,1565742,0,0
550866b8-0268-44dd-a911-28956ab936af,"2016-01 > 立法委員 > 苗栗縣 > 第02選區[區域]",56543321-de7c-46f7-81dc-197f6ab936af,105年立法委員,周書涵,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55086531-af74-431e-b54e-35296ab936af,"2016-01 > 立法委員 > 臺北市 > 第06選區[區域]",565937c3-7f7c-4be6-8f03-197f6ab936af,105年立法委員,周芳如,1654066,0,0,0,2000,0,597700,811483,31164,16724,382569,1656066,0,0,0,9322
5508651b-9a9c-4814-94ce-35296ab936af,"2016-01 > 立法委員 > 臺北市 > 第02選區[區域]",550c640c-618c-4837-bf95-025cacb5b862,105年立法委員,姚文智,16651934,12474000,0,760000,2173909,3111,2886420,9830228,148810,1494054,4007955,31270,2056604,3150000,0,0
55086561-d694-4667-9d94-2f916ab936af,"2016-01 > 立法委員 > 新北市 > 第03選區[區域]",550ce295-8550-4958-bb26-08496ab936af,105年立法委員,姚胤宏,62000,0,0,0,4000,0,0,66000,0,0,0,0,203278,0,28165,0
5508641c-f4e0-4b63-8354-28956ab936af,"2016-01 > 立法委員 > 全國[山原]",550c640c-3018-4d88-9169-025cacb5b862,105年立法委員,孔文吉,940000,2140000,5500000,0,0,1591,3270600,4111054,0,0,0,0,1034186,0,257024,0
5508674e-222c-4e26-9fb6-35296ab936af,"2016-01 > 立法委員 > 宜蘭縣 > 第01選區[區域]",5534002b-4b2c-489b-aa43-4c0f6ab936af,105年立法委員,孫博萮,253300,1000,0,0,31173,49,285522,0,0,0,0,0,243483,0,7052,750
55086688-8478-41a0-8d41-23aa6ab936af,"2016-01 > 立法委員 > 桃園市 > 第06選區[區域]",550c640c-56a0-4127-a26f-025cacb5b862,105年立法委員,孫大千,2483000,7000000,5000000,0,0,2818,2576170,9440937,0,400975,207623,0,2027814,0,190000,0
5508652b-cb04-46ec-91d6-23d86ab936af,"2016-01 > 立法委員 > 臺北市 > 第05選區[區域]",555c5656-f3a8-402a-ac9b-7d4e6ab936af,105年立法委員,尤瑞敏,219700,24000,0,10000,26405,35,280140,0,54000,0,500,22000,16047,229905,0,0
550866b4-7140-4a51-bea1-23aa6ab936af,"2016-01 > 立法委員 > 苗栗縣 > 第01選區[區域]",55180d2a-683c-4535-90e9-5d0e6ab936af,105年立法委員,康世儒,1438000,220000,0,0,0,13,1658013,3069360,0,138772,30097,0,85630,0,0,0
5508657f-3cdc-45ef-bf71-23aa6ab936af,"2016-01 > 立法委員 > 新北市 > 第06選區[區域]",550da42c-264c-4e71-b951-1b416ab936af,105年立法委員,康仁俊,303100,0,34000,0,7349100,864200,5696435,166500,121049,718469,0,7797255,0,7401,199402,0
55086734-0420-4412-872e-28956ab936af,"2016-01 > 立法委員 > 屏東縣 > 第01選區[區域]",55d15849-e790-48cd-9d21-69ea6ab936af,105年立法委員,廖婉汝,621688,24000,5500000,15000,2000,1,6162689,428350,394105,57808,419385,24000,36605,303570,0,6000
55086679-5f0c-4c5b-acf0-2f916ab936af,"2016-01 > 立法委員 > 桃園市 > 第02選區[區域]",550c640c-8380-4cc5-9bdb-025cacb5b862,105年立法委員,廖正井,3374000,8805000,8500000,270000,0,4142,3189041,13455984,1503156,714560,2271500,0,48000,469953,0,83300
550867ac-19a8-41ea-bae7-28956ab936af,"2016-01 > 立法委員 > 金門縣 > 第01選區[區域]",550c640c-3b44-4f6a-9c12-025cacb5b862,105年立法委員,張中法,12000,0,0,0,1000,3,0,0,0,0,0,0,200000,0,13003,0
550866f1-acb4-4b5d-a8ee-35296ab936af,"2016-01 > 立法委員 > 南投縣 > 第01選區[區域]",55ae1234-3b64-49ac-9f44-67696ab936af,105年立法委員,張國鑫,1697600,1375000,0,0,91699,121,562360,207200,48100,52400,3164420,0,1127270,0,1402329,6280
5508657f-3cdc-45ef-bf71-23aa6ab936af,"2016-01 > 立法委員 > 新北市 > 第06選區[區域]",550ce34b-5730-4386-811a-08496ab936af,105年立法委員,張宏陸,4816400,4543000,0,482000,8001,150,9849551,0,0,0,0,0,0,292405,0,0
550865c5-40c4-4388-bf7c-28956ab936af,"2016-01 > 立法委員 > 臺中市 > 第04選區[區域]",550ce469-e218-4bee-8e35-08496ab936af,105年立法委員,張廖萬堅,20384214,7686000,0,9370,1721,7887925,7150899,182523,230000,28311305,2999707,150000,332112,2082661,0,550800
55086588-1098-4a87-8e83-2f916ab936af,"2016-01 > 立法委員 > 新北市 > 第08選區[區域]",550c640c-8d0c-4443-8873-025cacb5b862,105年立法委員,張慶忠,1313000,2191000,0,270000,0,45,1969387,4137655,438400,233000,404780,0,3015632,0,0,0
550867a9-c568-41b7-9ea7-23d86ab936af,"2016-01 > 立法委員 > 連江縣 > 第01選區[區域]",5659489b-b304-4f41-b154-2a3b6ab936af,105年立法委員,張春寶,950,0,0,0,0,0,0,0,0,0,0,0,200060,0,950,0
55086561-d694-4667-9d94-2f916ab936af,"2016-01 > 立法委員 > 新北市 > 第03選區[區域]",55af94d3-4cac-41a8-9e32-09286ab936af,105年立法委員,張碩文,1152100,1200000,5000000,0,6000,857,2619950,3536957,145594,533295,385148,0,212330,0,52447,93279
550866d6-c960-4d76-b09d-28956ab936af,"2016-01 > 立法委員 > 彰化縣 > 第02選區[區域]",550ce4eb-6f80-4b73-a9e1-084b6ab936af,105年立法委員,張耀元,658448,0,0,500000,13500,21,1171969,1080000,16600,0,59950,0,107322,2611901,0,0
55086684-cf84-47e5-8e8f-23d86ab936af,"2016-01 > 立法委員 > 桃園市 > 第05選區[區域]",55b5f33a-fdd4-44cc-8673-408f6ab936af,105年立法委員,張肇良,3779200,3284200,0,220000,2000,0,7285400,322900,111300,0,2668158,566000,0,1075252,0,0
5508664a-6e84-44b5-914a-2f916ab936af,"2016-01 > 立法委員 > 高雄市 > 第08選區[區域]",56594493-c920-44ce-9e9e-094e6ab936af,105年立法委員,張育華,236200,0,0,9000,8470,5,16600,99413,50400,253675,6334,0,27590,200000,0,0
5508658c-4748-4159-9976-2f916ab936af,"2016-01 > 立法委員 > 新北市 > 第09選區[區域]",5613642d-6130-49b0-afed-642d6ab936af,105年立法委員,張菁芳,2314395,0,0,0,38900,26,2353321,27350,48050,690620,976064,0,214187,0,32437,30400
55086684-cf84-47e5-8e8f-23d86ab936af,"2016-01 > 立法委員 > 桃園市 > 第05選區[區域]",56136454-3fa4-4e95-8950-64216ab936af,105年立法委員,張誠,0,160000,0,40500,10,487810,0,1507449,710,0,3205,0,166046,0,0,1702113
550866dd-2cc4-4744-ab5d-23d86ab936af,"2016-01 > 立法委員 > 彰化縣 > 第04選區[區域]",55acffad-a908-44c5-ab3d-490a6ab936af,105年立法委員,張錦昆,2283000,11000000,100000,0,2036,3905266,17290302,708065,692201,295000,1460490,310000,2800,3177000,0,22400
55086708-c57c-4996-b872-28956ab936af,"2016-01 > 立法委員 > 雲林縣 > 第01選區[區域]",550c640c-5d38-4834-8e5f-025cacb5b862,105年立法委員,張鎔麒,2898000,8359000,2500000,1700000,7100,75,15464175,177600,87480,0,300000,217925,1426458,757480,0,0
55086635-833c-4733-88d2-23d86ab936af,"2016-01 > 立法委員 > 高雄市 > 第03選區[區域]",550c640c-f4f0-40dc-a315-025cacb5b862,105年立法委員,張顯耀,6056200,6039988,5800000,260000,28266,652,5886070,6628301,914342,18185106,1663280,350000,440199,2168716,0,1500
550866b8-0268-44dd-a911-28956ab936af,"2016-01 > 立法委員 > 苗栗縣 > 第02選區[區域]",55180db2-38a0-41c7-b698-17a06ab936af,105年立法委員,徐志榮,3365666,4130000,5500000,310000,8000,314,1391845,7352373,13313980,5381835,32778,882128,140000,959719,1000000,980004
5508667d-d5c4-456b-bc38-2f916ab936af,"2016-01 > 立法委員 > 桃園市 > 第03選區[區域]",55b5f2fa-94cc-45e0-991a-7c046ab936af,105年立法委員,徐景文,2405000,120000,7600,320,7667020,735000,5903046,0,710438,68300,200000,7877834,0,0,0,0
550866b8-0268-44dd-a911-28956ab936af,"2016-01 > 立法委員 > 苗栗縣 > 第02選區[區域]",56594558-949c-4102-be01-19786ab936af,105年立法委員,戴文祥,1132022,0,0,0,25000,129,161000,334017,34993,24933,412811,1157151,0,0,33800,5828
5508653c-4eb4-45ff-b4f7-2f916ab936af,"2016-01 > 立法委員 > 臺北市 > 第08選區[區域]",565434f3-c9cc-45e3-a3f0-0ed66ab936af,105年立法委員,方景鈞,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55086597-23e4-4544-8b80-23aa6ab936af,"2016-01 > 立法委員 > 新北市 > 第11選區[區域]",556c878d-5b88-4b35-866d-26f86ab936af,105年立法委員,曾柏瑜,1264550,200000,340000,0,117063,327,1921940,891250,0,176413,7970,0,20315,309533,0,0
55086531-af74-431e-b54e-35296ab936af,"2016-01 > 立法委員 > 臺北市 > 第06選區[區域]",55180c44-1d8c-4cb3-b7e9-5d0e6ab936af,105年立法委員,曾獻瑩,1645654,0,690000,0,219861,190,2555705,318230,0,126000,283173,1000,27385,356301,0,0
55086798-c350-4d0c-a197-35296ab936af,"2016-01 > 立法委員 > 新竹市 > 第01選區[區域]",56583210-5f74-4a07-ba01-197f6ab936af,105年立法委員,曾耀澂,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5508641c-f4e0-4b63-8354-28956ab936af,"2016-01 > 立法委員 > 全國[山原]",5658288e-289c-4c64-87f8-2a3b6ab936af,105年立法委員,曾華德,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55086561-d694-4667-9d94-2f916ab936af,"2016-01 > 立法委員 > 新北市 > 第03選區[區域]",55af93ac-604c-4184-90df-07886ab936af,105年立法委員,李乾龍,4016000,8030000,11000000,0,11400,622,23058022,1691955,1795719,1212832,7349202,0,2168191,0,9783,199500
5508679f-ef44-47e8-b68b-35296ab936af,"2016-01 > 立法委員 > 嘉義市 > 第01選區[區域]",550c640c-70f4-4759-81fc-025cacb5b862,105年立法委員,李俊俋,15322246,5424836,0,230000,101260,1697,3272239,9948527,149371,3338047,3288207,482000,335915,1694602,0,56490
55086583-f11c-4fcd-b392-2f916ab936af,"2016-01 > 立法委員 > 新北市 > 第07選區[區域]",550da458-d178-4645-8641-084b6ab936af,105年立法委員,李婉鈺,1,7,147490,1850008,0,33750,0,367201,110000,690831,0,0,0,1918272,0,0
5508669d-3f70-4828-8cf6-2f916ab936af,"2016-01 > 立法委員 > 新竹縣 > 第01選區[區域]",55b7939a-dfd8-4679-8d6a-39cf6ab936af,105年立法委員,李宗華,0,200000,0,0,50000,0,250000,50000,0,0,0,0,0,200000,0,0
5508658c-4748-4159-9976-2f916ab936af,"2016-01 > 立法委員 > 新北市 > 第09選區[區域]",55104f6e-5694-40c6-bb2b-6c2e6ab936af,105年立法委員,李幸長,1024800,0,0,0,3100,96,488492,311985,1027996,26000,23580,0,43479,29338,0,28160
5508657f-3cdc-45ef-bf71-23aa6ab936af,"2016-01 > 立法委員 > 新北市 > 第06選區[區域]",5625cc42-cfe4-43cb-bc2a-7c136ab936af,105年立法委員,李建明,54000,0,0,0,1000,0,0,55000,608,0,0,0,0,200224,0,0
5508674e-222c-4e26-9fb6-35296ab936af,"2016-01 > 立法委員 > 宜蘭縣 > 第01選區[區域]",55af7227-0c04-4ac6-9133-078c6ab936af,105年立法委員,李志鏞,2515200,2810000,5500000,160000,6000,3884,2156560,8059247,0,133605,638199,740000,178485,1010886,0,290836
5508653c-4eb4-45ff-b4f7-2f916ab936af,"2016-01 > 立法委員 > 臺北市 > 第08選區[區域]",55c6f1a0-b1cc-452e-b7b6-42c86ab936af,105年立法委員,李慶元,6260629,2866500,0,40000,15099,564,3836090,4338947,311351,9182792,1581958,440000,127689,1269438,0,29440
5508659d-b768-4da9-bcad-28956ab936af,"2016-01 > 立法委員 > 新北市 > 第12選區[區域]",550c640c-d8bc-44e2-b536-025cacb5b862,105年立法委員,李慶華,2497000,5700000,5700000,230000,5000,2468,14134468,931365,824214,138950,567225,0,258972,1517472,1000000,248900
55086520-1080-43fa-9dc6-23d86ab936af,"2016-01 > 立法委員 > 臺北市 > 第03選區[區域]",550ef8ec-a900-4acf-ac70-4bbb6ab936af,105年立法委員,李成嶽,0,0,200000,0,0,0,0,0,0,0,0,0,200000,0,200000,0
55086642-d6e4-4641-a71d-2f916ab936af,"2016-01 > 立法委員 > 高雄市 > 第06選區[區域]",550c640c-8a18-4a45-af62-025cacb5b862,105年立法委員,李昆澤,17035160,10888000,0,1586000,213950,3497,2245978,15907127,967704,3206636,1039789,0,1749921,1780000,866200,29726607
55086520-1080-43fa-9dc6-23d86ab936af,"2016-01 > 立法委員 > 臺北市 > 第03選區[區域]",55180823-7f38-4c8b-954c-17a06ab936af,105年立法委員,李晏榕,0,1516,2142600,6300,1992673,471,4143560,433520,115773,398918,344446,0,166417,557532,0,40151
5508657f-3cdc-45ef-bf71-23aa6ab936af,"2016-01 > 立法委員 > 新北市 > 第06選區[區域]",561365aa-9628-4402-908a-642d6ab936af,105年立法委員,李貴寶,13100,20000,0,0,11000,2,0,44102,0,0,0,0,0,59100,0,200000
550866b4-7140-4a51-bea1-23aa6ab936af,"2016-01 > 立法委員 > 苗栗縣 > 第01選區[區域]",55b4614d-d4f0-4402-b4fe-30506ab936af,105年立法委員,杜文卿,1261000,1790000,300000,110000,0,146,3461146,920650,75496,0,635472,0,23322,894360,0,0
55086722-1110-4726-985f-35296ab936af,"2016-01 > 立法委員 > 嘉義縣 > 第02選區[區域]",55d408a2-1580-438b-8567-772c6ab936af,105年立法委員,林于玲,0,0,1200695,5500000,53025,258420,75575,1305653,0,100000,1404160,0,99300,5780328,0,5000000
55086600-5d6c-4c70-b17e-23aa6ab936af,"2016-01 > 立法委員 > 臺南市 > 第04選區[區域]",550ce6a9-cd68-4c1e-9ee2-126d6ab936af,105年立法委員,林俊憲,12799960,10272500,0,5000,1200,4225351,7124908,702483,6620615,934425,992624,550000,460000,2159918,0,0
5508641c-f4e0-4b63-8354-28956ab936af,"2016-01 > 立法委員 > 全國[山原]",5600240b-033c-4a6d-aec9-469c6ab936af,105年立法委員,林信義,0,2000000,110000,0,351000,0,2461000,307500,82500,132000,443000,41000,0,300000,0,0
55086561-d694-4667-9d94-2f916ab936af,"2016-01 > 立法委員 > 新北市 > 第03選區[區域]",56593b72-7dec-48c3-b813-094e6ab936af,105年立法委員,林其瑩,119600,20000,0,0,10000,0,0,149600,0,95000,0,0,8927,256704,0,0
